date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-11-26,0.4915692219679633,0.3182,0.1779,10,3,8,17,68,2,5
2022-11-27,0.4567719271623672,0.4404,0.4939,13,2,4,3,44,1,5
2022-11-28,-0.48199299507333365,0.4215,0.3182,23,21,50,69,361,5,5
2022-11-29,0.059072070251787415,0.5423,0.4404,34,13,10,21,132,3,5
2022-11-30,0.25051047040971175,0.4588,0.6369,24,4,9,11,60,2,5
2022-12-01,0.22405793127386328,0.5106,0.2263,16,6,10,14,116,2,5
2022-12-02,0.4678145360824742,0.7003,0.3612,14,3,5,7,45,1,5
2022-12-03,0.49364953271028034,0.6249,0.8271,10,2,8,10,107,1,5
2022-12-04,0.15507417218543046,0.296,0.7003,8,2,8,13,89,1,5
2022-12-05,0.10285547240411602,0.802,0.5719,12,3,4,9,57,1,5
2022-12-06,0.3856433785192909,0.4588,0.4767,16,1,5,9,48,1,5
2022-12-07,0.24894529058116235,0.5574,0.5719,14,8,6,11,87,2,5
2022-12-08,0.3666759273875296,0.4536,0.5267,18,6,5,28,195,2,5
2022-12-09,0.1763160469667319,0.6808,0.4588,8,2,5,5,40,1,5
2022-12-10,0.14868010204081636,0.5574,0.5719,6,2,5,5,25,1,5
2022-12-11,0.18247333333333332,0.3818,0.6249,6,2,5,6,40,1,5
2022-12-12,0.5195341642228739,0.6249,0.1779,24,2,8,10,48,1,5
2022-12-13,0.468896484375,0.3612,0.5719,12,1,3,8,35,1,5
2022-12-14,0.2940160130718954,0.3612,0.6705,6,2,5,3,31,1,5
2022-12-15,0.49479865016872887,0.5574,0.296,13,2,4,7,53,2,5
2022-12-16,0.40178087188612094,0.6597,0.5859,8,4,9,9,87,1,5
2022-12-17,0.49406643835616443,0.7096,0.0,11,0,4,4,25,1,5
2022-12-18,0.6092838220424671,0.5994,0.5719,8,2,4,23,90,1,5
2022-12-19,0.6644611474219317,0.5719,0.3818,15,1,5,13,73,1,5
2022-12-20,0.4658767857142857,0.4404,0.128,16,3,3,8,39,1,5
2022-12-21,0.23636652675760755,0.6124,0.296,15,3,5,7,42,1,5
2022-12-22,0.21093872196360558,0.1779,0.3818,7,4,17,38,197,5,5
2022-12-23,0.4945180483592401,0.5859,0.2732,21,1,6,6,53,1,5
2022-12-24,0.29177849966510383,0.4939,0.8316,8,2,17,13,150,1,5
2022-12-25,0.5822833333333333,0.7096,0.0,2,0,4,6,46,1,5
2022-12-26,0.5036701873935264,0.5574,0.5994,13,2,4,3,40,1,5
2022-12-27,0.08052945,0.6486,0.1779,15,11,9,11,77,2,5
2022-12-28,0.178043832599119,0.5267,0.2732,21,9,8,10,64,1,5
2022-12-29,-0.001566711051930758,0.5574,0.3612,5,6,5,11,58,1,5
2022-12-30,0.526914597999259,0.296,0.1779,5,4,4,9,270,1,5
